annot1_idx,annot2_idx,distance,label1,label2
58,6,34.8450898109083,lh_7Networks_LH_Limbic_TempPole_1,lh_7Networks_5
59,6,60.2432896037535,lh_7Networks_LH_Limbic_TempPole_2,lh_7Networks_5
60,14,22.8776014962605,lh_7Networks_LH_Limbic_TempPole_3,rh_7Networks_5
61,9,34.3414607416593,lh_7Networks_LH_Limbic_TempPole_4,rh_FreeSurfer_Defined_Medial_Wall
62,4,58.7080584687804,lh_7Networks_LH_Cont_Par_1,lh_7Networks_3
63,4,43.2723462088198,lh_7Networks_LH_Cont_Par_2,lh_7Networks_3
64,4,51.9449245282844,lh_7Networks_LH_Cont_Par_3,lh_7Networks_3
65,10,37.9422364921284,lh_7Networks_LH_Cont_Temp_1,rh_7Networks_1
66,14,59.7586551738947,lh_7Networks_LH_Cont_PFCl_1,rh_7Networks_5
67,5,72.0755154638777,lh_7Networks_LH_Cont_PFCl_2,lh_7Networks_4
68,15,71.4272224316652,lh_7Networks_LH_Cont_PFCl_3,rh_7Networks_6
69,5,65.4906964569877,lh_7Networks_LH_Cont_PFCl_4,lh_7Networks_4
70,5,62.9678112381113,lh_7Networks_LH_Cont_PFCl_5,lh_7Networks_4
71,3,58.6104567853725,lh_7Networks_LH_Cont_PFCl_6,lh_7Networks_2
72,12,57.3583363912144,lh_7Networks_LH_Cont_pCun_1,rh_7Networks_3
73,1,76.652548546717,lh_7Networks_LH_Cont_Cing_1,lh_FreeSurfer_Defined_Medial_Wall
74,13,73.9304850158304,lh_7Networks_LH_Cont_Cing_2,rh_7Networks_4
75,9,43.1607449270625,lh_7Networks_LH_Default_Temp_1,rh_FreeSurfer_Defined_Medial_Wall
76,10,60.2126673732192,lh_7Networks_LH_Default_Temp_2,rh_7Networks_1
77,9,36.9371010185842,lh_7Networks_LH_Default_Temp_3,rh_FreeSurfer_Defined_Medial_Wall
78,10,57.2211166893302,lh_7Networks_LH_Default_Temp_4,rh_7Networks_1
79,10,61.7091725091273,lh_7Networks_LH_Default_Temp_5,rh_7Networks_1
80,10,49.8832215177631,lh_7Networks_LH_Default_Temp_6,rh_7Networks_1
81,10,56.6539473522307,lh_7Networks_LH_Default_Temp_7,rh_7Networks_1
82,4,74.6552032156429,lh_7Networks_LH_Default_Temp_8,lh_7Networks_3
83,4,59.0434208928014,lh_7Networks_LH_Default_Temp_9,lh_7Networks_3
84,14,39.2574244654448,lh_7Networks_LH_Default_PFC_1,rh_7Networks_5
85,1,51.7923291370926,lh_7Networks_LH_Default_PFC_2,lh_FreeSurfer_Defined_Medial_Wall
86,14,69.5041318698544,lh_7Networks_LH_Default_PFC_3,rh_7Networks_5
87,13,73.8120844488111,lh_7Networks_LH_Default_PFC_4,rh_7Networks_4
88,5,64.713029942994,lh_7Networks_LH_Default_PFC_5,lh_7Networks_4
89,1,68.3797886177825,lh_7Networks_LH_Default_PFC_6,lh_FreeSurfer_Defined_Medial_Wall
90,13,65.9455355156809,lh_7Networks_LH_Default_PFC_7,rh_7Networks_4
91,13,66.9292935329842,lh_7Networks_LH_Default_PFC_8,rh_7Networks_4
92,15,64.1714524347066,lh_7Networks_LH_Default_PFC_9,rh_7Networks_6
93,13,63.9437235673717,lh_7Networks_LH_Default_PFC_10,rh_7Networks_4
94,15,64.7029433965721,lh_7Networks_LH_Default_PFC_11,rh_7Networks_6
95,15,60.9305569213826,lh_7Networks_LH_Default_PFC_12,rh_7Networks_6
96,11,57.6986601504429,lh_7Networks_LH_Default_PFC_13,rh_7Networks_2
97,2,65.4314423555814,lh_7Networks_LH_Default_PCC_1,lh_7Networks_1
98,12,77.4635692548331,lh_7Networks_LH_Default_PCC_2,rh_7Networks_3
99,11,66.2736958043225,lh_7Networks_LH_Default_PCC_3,rh_7Networks_2
100,12,59.5061030140558,lh_7Networks_LH_Default_PCC_4,rh_7Networks_3
101,1,61.893295831379,lh_7Networks_LH_Default_PHC_1,lh_FreeSurfer_Defined_Medial_Wall
102,9,0.369614307306145,rh_,rh_FreeSurfer_Defined_Medial_Wall
103,6,65.1744030937606,rh_7Networks_RH_Vis_1,lh_7Networks_5
104,9,62.0382467711711,rh_7Networks_RH_Vis_2,rh_FreeSurfer_Defined_Medial_Wall
105,10,39.1928702942635,rh_7Networks_RH_Vis_3,rh_7Networks_1
106,10,41.8084411949458,rh_7Networks_RH_Vis_4,rh_7Networks_1
107,2,18.2856646084116,rh_7Networks_RH_Vis_5,lh_7Networks_1
108,10,13.4137384272936,rh_7Networks_RH_Vis_6,rh_7Networks_1
109,9,55.9410094780374,rh_7Networks_RH_Vis_7,rh_FreeSurfer_Defined_Medial_Wall
110,10,33.8689244295715,rh_7Networks_RH_Vis_8,rh_7Networks_1
111,10,28.6056654040472,rh_7Networks_RH_Vis_9,rh_7Networks_1
112,10,50.4202298030093,rh_7Networks_RH_Vis_10,rh_7Networks_1
113,2,33.1465703926463,rh_7Networks_RH_Vis_11,lh_7Networks_1
114,10,45.5554573997566,rh_7Networks_RH_Vis_12,rh_7Networks_1
115,10,45.2164438769172,rh_7Networks_RH_Vis_13,rh_7Networks_1
116,10,57.5560879646454,rh_7Networks_RH_Vis_14,rh_7Networks_1
117,4,61.0152534927452,rh_7Networks_RH_Vis_15,lh_7Networks_3
118,1,29.6827347188185,rh_7Networks_RH_SomMot_1,lh_FreeSurfer_Defined_Medial_Wall
119,1,56.5355064099947,rh_7Networks_RH_SomMot_2,lh_FreeSurfer_Defined_Medial_Wall
120,1,49.3951628903741,rh_7Networks_RH_SomMot_3,lh_FreeSurfer_Defined_Medial_Wall
121,1,64.787101921529,rh_7Networks_RH_SomMot_4,lh_FreeSurfer_Defined_Medial_Wall
122,13,66.9190503897518,rh_7Networks_RH_SomMot_5,rh_7Networks_4
123,11,67.8922884119576,rh_7Networks_RH_SomMot_6,rh_7Networks_2
124,11,46.4190408137367,rh_7Networks_RH_SomMot_7,rh_7Networks_2
125,3,58.8635530615967,rh_7Networks_RH_SomMot_8,lh_7Networks_2
126,11,44.9339741757904,rh_7Networks_RH_SomMot_9,rh_7Networks_2
127,11,43.9914726783658,rh_7Networks_RH_SomMot_10,rh_7Networks_2
128,3,47.7383370390167,rh_7Networks_RH_SomMot_11,lh_7Networks_2
129,11,49.3505335980407,rh_7Networks_RH_SomMot_12,rh_7Networks_2
130,12,42.523298114095,rh_7Networks_RH_SomMot_13,rh_7Networks_3
131,11,59.5659974790659,rh_7Networks_RH_SomMot_14,rh_7Networks_2
132,12,49.1067066606092,rh_7Networks_RH_SomMot_15,rh_7Networks_3
133,3,49.0844436381464,rh_7Networks_RH_SomMot_16,lh_7Networks_2
134,4,50.5060444585217,rh_7Networks_RH_SomMot_17,lh_7Networks_3
135,3,42.8289204421114,rh_7Networks_RH_SomMot_18,lh_7Networks_2
136,4,57.9523137549565,rh_7Networks_RH_SomMot_19,lh_7Networks_3
137,2,42.9022845483742,rh_7Networks_RH_DorsAttn_Post_1,lh_7Networks_1
138,2,22.8804100500621,rh_7Networks_RH_DorsAttn_Post_2,lh_7Networks_1
139,11,50.8550283217874,rh_7Networks_RH_DorsAttn_Post_3,rh_7Networks_2
140,12,49.9329124941054,rh_7Networks_RH_DorsAttn_Post_4,rh_7Networks_3
141,12,48.4579744761558,rh_7Networks_RH_DorsAttn_Post_5,rh_7Networks_3
142,4,48.3270669955207,rh_7Networks_RH_DorsAttn_Post_6,lh_7Networks_3
143,12,39.3622268823375,rh_7Networks_RH_DorsAttn_Post_7,rh_7Networks_3
144,4,44.055658642486,rh_7Networks_RH_DorsAttn_Post_8,lh_7Networks_3
145,4,44.7254199819098,rh_7Networks_RH_DorsAttn_Post_9,lh_7Networks_3
146,4,41.1772636872651,rh_7Networks_RH_DorsAttn_Post_10,lh_7Networks_3
147,11,61.2651372870982,rh_7Networks_RH_DorsAttn_FEF_1,rh_7Networks_2
148,3,57.1976836020186,rh_7Networks_RH_DorsAttn_FEF_2,lh_7Networks_2
149,13,62.9601189979744,rh_7Networks_RH_DorsAttn_PrCv_1,rh_7Networks_4
150,2,48.6775114211993,rh_7Networks_RH_SalVentAttn_TempOccPar_1,lh_7Networks_1
151,2,75.7840048341788,rh_7Networks_RH_SalVentAttn_TempOccPar_2,lh_7Networks_1
152,11,66.7632921478221,rh_7Networks_RH_SalVentAttn_TempOccPar_3,rh_7Networks_2
153,11,55.8388585546688,rh_7Networks_RH_SalVentAttn_PrC_1,rh_7Networks_2
154,1,39.670186210611,rh_7Networks_RH_SalVentAttn_FrOper_1,lh_FreeSurfer_Defined_Medial_Wall
155,1,17.1381234144422,rh_7Networks_RH_SalVentAttn_FrOper_2,lh_FreeSurfer_Defined_Medial_Wall
156,1,59.2951467435233,rh_7Networks_RH_SalVentAttn_FrOper_3,lh_FreeSurfer_Defined_Medial_Wall
157,1,53.4137064330568,rh_7Networks_RH_SalVentAttn_FrOper_4,lh_FreeSurfer_Defined_Medial_Wall
158,3,62.2034826317805,rh_7Networks_RH_SalVentAttn_Med_1,lh_7Networks_2
159,3,56.3447023997599,rh_7Networks_RH_SalVentAttn_Med_2,lh_7Networks_2
160,3,43.020824158646,rh_7Networks_RH_SalVentAttn_Med_3,lh_7Networks_2
161,14,51.5255394438234,rh_7Networks_RH_Limbic_OFC_1,rh_7Networks_5
162,14,39.3804630769387,rh_7Networks_RH_Limbic_OFC_2,rh_7Networks_5
163,5,68.7017265710843,rh_7Networks_RH_Limbic_OFC_3,lh_7Networks_4
164,6,20.5480391159412,rh_7Networks_RH_Limbic_TempPole_1,lh_7Networks_5
165,6,49.9264695412537,rh_7Networks_RH_Limbic_TempPole_2,lh_7Networks_5
166,6,37.6365908794885,rh_7Networks_RH_Limbic_TempPole_3,lh_7Networks_5
167,11,71.4430245803805,rh_7Networks_RH_Cont_Par_1,rh_7Networks_2
168,12,54.5991981738154,rh_7Networks_RH_Cont_Par_2,rh_7Networks_3
169,12,45.909597952167,rh_7Networks_RH_Cont_Par_3,rh_7Networks_3
170,2,42.3545255771881,rh_7Networks_RH_Cont_Temp_1,lh_7Networks_1
171,6,51.9920986342848,rh_7Networks_RH_Cont_PFCv_1,lh_7Networks_5
172,14,70.7262271998709,rh_7Networks_RH_Cont_PFCl_1,rh_7Networks_5
173,5,70.7443201774579,rh_7Networks_RH_Cont_PFCl_2,lh_7Networks_4
174,15,68.5821201220327,rh_7Networks_RH_Cont_PFCl_3,rh_7Networks_6
175,13,64.0244030788052,rh_7Networks_RH_Cont_PFCl_4,rh_7Networks_4
176,15,64.1738991081541,rh_7Networks_RH_Cont_PFCl_5,rh_7Networks_6
177,15,61.650437843868,rh_7Networks_RH_Cont_PFCl_6,rh_7Networks_6
178,15,62.4409633118234,rh_7Networks_RH_Cont_PFCl_7,rh_7Networks_6
179,4,65.0619548542682,rh_7Networks_RH_Cont_pCun_1,lh_7Networks_3
180,9,79.1037997377711,rh_7Networks_RH_Cont_PFCmp_1,rh_FreeSurfer_Defined_Medial_Wall
181,9,73.0923735108926,rh_7Networks_RH_Cont_PFCmp_2,rh_FreeSurfer_Defined_Medial_Wall
182,5,65.9324608370597,rh_7Networks_RH_Cont_PFCmp_3,lh_7Networks_4
183,3,54.6010061638774,rh_7Networks_RH_Cont_PFCmp_4,lh_7Networks_2
184,2,42.7323917325001,rh_7Networks_RH_Default_Par_1,lh_7Networks_1
185,2,58.6208816100387,rh_7Networks_RH_Default_Par_2,lh_7Networks_1
186,12,53.6913058855844,rh_7Networks_RH_Default_Par_3,rh_7Networks_3
187,1,34.4243214734396,rh_7Networks_RH_Default_Temp_1,lh_FreeSurfer_Defined_Medial_Wall
188,1,54.6351523226194,rh_7Networks_RH_Default_Temp_2,lh_FreeSurfer_Defined_Medial_Wall
189,1,30.3062391786947,rh_7Networks_RH_Default_Temp_3,lh_FreeSurfer_Defined_Medial_Wall
190,2,57.5427735583411,rh_7Networks_RH_Default_Temp_4,lh_7Networks_1
191,1,64.7669533601654,rh_7Networks_RH_Default_Temp_5,lh_FreeSurfer_Defined_Medial_Wall
192,13,70.500312158378,rh_7Networks_RH_Default_PFCv_1,rh_7Networks_4
193,9,51.8813014741802,rh_7Networks_RH_Default_PFCm_1,rh_FreeSurfer_Defined_Medial_Wall
194,5,65.2666568032073,rh_7Networks_RH_Default_PFCm_2,lh_7Networks_4
195,9,65.701220300043,rh_7Networks_RH_Default_PFCm_3,rh_FreeSurfer_Defined_Medial_Wall
196,5,61.8084154242338,rh_7Networks_RH_Default_PFCm_4,lh_7Networks_4
197,5,65.063176167585,rh_7Networks_RH_Default_PFCm_5,lh_7Networks_4
198,15,63.0718703055001,rh_7Networks_RH_Default_PFCm_6,rh_7Networks_6
199,3,60.4886389472618,rh_7Networks_RH_Default_PFCm_7,lh_7Networks_2
200,10,66.5779127128178,rh_7Networks_RH_Default_PCC_1,rh_7Networks_1
201,4,77.5206897357322,rh_7Networks_RH_Default_PCC_2,lh_7Networks_3
202,4,56.9500044653823,rh_7Networks_RH_Default_PCC_3,lh_7Networks_3
